time,X_value,Y_value,Z_value
131.729,-1.69749,1.2404,-14.76614
131.849,-1.71618,1.23668,-14.77239
131.967,-1.80007,0.92025,-14.8049
132.033,-1.76621,0.57736,-14.84869
132.149,-1.73006,0.27711,-14.88544
132.273,-1.84131,0.44967,-14.91471
132.339,-1.74615,0.58215,-14.92959
132.454,-1.73437,0.6951,-14.95551
132.57,-1.67779,0.17236,-15.00799
132.632,-1.57839,0.10483,-15.0172
132.762,-1.49548,0.0001,-15.03998
132.881,-1.46103,-0.07741,-15.06531
132.933,-1.42445,0.1748,-15.08037
133.05,-1.21707,0.68714,-15.11668
133.172,-1.54566,0.49379,-15.14257
133.233,-1.5538,0.46779,-15.16497
133.35,-1.543,0.29936,-15.20384
133.474,-1.48422,0.07568,-15.24998
133.536,-1.60455,0.00958,-15.25809
133.654,-1.81504,0.10258,-15.27553
133.771,-2.16917,0.37395,-15.25791
133.83,-2.10272,0.30373,-15.24384
133.957,-1.78947,0.18693,-15.18898
134.07,-1.73133,0.51009,-15.20467
134.137,-1.9519,0.01805,-15.19608
134.253,-2.29057,-0.07352,-15.17465
134.375,-2.0148,-0.29743,-15.14886
134.439,-2.20143,-0.26792,-15.1283
134.581,-2.32556,0.09232,-15.15209
134.679,-2.48999,0.02236,-15.13474
134.735,-2.49715,-0.09448,-15.12587
134.853,-2.4216,-0.63403,-15.12195
134.984,-2.11943,0.08632,-15.10363
135.033,-1.71309,0.5021,-15.10748
135.155,-1.73555,0.58213,-15.10383
135.273,-1.98752,0.90685,-15.09485
135.331,-2.06775,0.7928,-15.0856
135.452,-2.26326,0.80846,-15.08745
135.571,-2.34898,1.22949,-15.08865
135.633,-2.5527,1.1347,-15.08092
135.764,-2.41106,1.53887,-15.07115
135.875,-2.52379,1.38878,-15.08932
135.939,-2.72962,1.21459,-15.09041
136.053,-2.75845,1.22281,-15.09486
136.175,-2.80375,0.93866,-15.10193
136.234,-2.64739,1.08511,-15.11177
136.355,-2.53176,1.06369,-15.13967
136.475,-2.43783,1.09305,-15.15032
136.533,-2.42874,1.28914,-15.15679
136.666,-2.68863,1.4966,-15.173
136.775,-2.77889,1.35736,-15.18081
136.835,-2.70545,1.42036,-15.18816
136.956,-2.77242,1.23123,-15.21126
137.106,-2.95725,1.25957,-15.19948
137.134,-2.87306,1.57886,-15.20478
137.26,-2.80045,1.89503,-15.21291
137.382,-2.6827,2.02451,-15.21267
137.433,-2.69704,2.07117,-15.20743
137.554,-2.73264,2.02984,-15.21368
137.679,-2.78268,2.15677,-15.21597
137.734,-2.77805,2.03143,-15.20987
137.858,-2.68453,2.0337,-15.20968
137.974,-2.66148,2.1887,-15.20911
138.04,-2.64982,2.11165,-15.197
138.157,-2.63817,2.28127,-15.20204
138.275,-2.63861,2.22513,-15.19334
138.341,-2.43131,2.33024,-15.19643
138.462,-2.39968,2.32703,-15.21046
138.578,-2.45764,2.60052,-15.21801
138.636,-2.5347,2.63896,-15.22709
138.759,-2.72932,2.6589,-15.24257
138.881,-2.86802,2.88432,-15.22922
138.936,-2.85304,3.04069,-15.21775
139.06,-2.8585,3.1405,-15.17512
139.175,-2.84873,3.24241,-15.09985
139.238,-2.92962,3.19879,-15.05494
139.356,-2.80183,3.18066,-14.94799
139.477,-2.92168,2.91554,-14.87491
139.568,-3.00027,2.96205,-14.83973
139.657,-2.80577,3.27703,-14.76698
139.777,-2.7509,3.50567,-14.69819
139.845,-2.67527,3.53439,-14.69463
139.961,-2.60402,3.37896,-14.697
140.079,-2.71843,3.59938,-14.69758
140.141,-2.77692,3.72275,-14.69934
140.271,-2.84252,3.60575,-14.70527
140.378,-2.89081,3.78322,-14.70792
140.436,-2.9318,3.98602,-14.71084
140.557,-2.71429,4.31574,-14.69745
140.696,-2.43444,4.20231,-14.69818
140.742,-2.27918,4.67253,-14.68674
140.858,-2.07261,4.38769,-14.68842
140.98,-1.95617,4.45169,-14.70376
141.037,-2.00377,4.39591,-14.70479
141.157,-2.19033,4.07092,-14.68597
141.279,-2.11549,4.37139,-14.66339
141.338,-2.05303,4.49485,-14.67132
141.461,-1.78643,4.75094,-14.68745
141.577,-1.81115,4.66651,-14.71084
141.646,-1.79788,4.58396,-14.72749
141.758,-1.7736,4.72347,-14.75336
141.88,-1.77241,5.05736,-14.7657
141.947,-1.81693,5.24076,-14.77309
142.07,-1.79404,5.36546,-14.79869
142.184,-1.72695,5.16633,-14.85014
142.242,-1.7378,5.11977,-14.85658
142.371,-1.86799,5.08234,-14.86693
142.486,-1.80872,5.53818,-14.88953
142.538,-1.82835,5.54957,-14.90101
142.661,-1.90348,5.43711,-14.91929
142.779,-1.91892,5.48914,-14.93459
142.841,-1.91272,5.52218,-14.93303
142.958,-1.90077,5.56189,-14.93688
143.095,-1.73266,5.62247,-14.94266
143.142,-1.50329,5.49939,-14.93431
143.258,-1.28021,5.4735,-14.94167
143.382,-1.02864,5.5895,-14.94646
143.462,-0.94305,5.62869,-14.95452
143.564,-0.78444,5.43679,-14.95381
143.682,-0.74996,5.78326,-14.95827
143.741,-0.85999,5.99564,-14.95856
143.871,-0.91005,5.7904,-14.99489
143.984,-1.21092,5.29646,-14.99484
144.039,-1.31172,4.77837,-15.00645
144.161,-1.53285,4.31604,-14.99036
144.292,-1.54693,5.136,-14.97884
144.343,-1.44496,5.52118,-15.00006
144.461,-1.54255,4.78738,-15.04317
144.584,-1.27975,4.21262,-15.12542
144.642,-1.19299,4.37626,-15.12135
144.76,-0.88048,4.28046,-15.13386
144.881,-0.73387,4.6064,-15.16541
144.943,-0.67914,4.56027,-15.1684
145.065,-0.26828,5.81595,-15.32567
145.182,-0.57409,5.85818,-15.373
145.249,-0.37539,5.50097,-15.41425
145.364,-0.88761,5.00227,-15.38779
145.482,-1.00684,4.11888,-15.3863
145.567,-1.21108,3.61294,-15.35589
145.678,-1.22016,3.73564,-15.36317
145.783,-1.56617,4.28466,-15.37878
145.841,-1.29814,5.15263,-15.41068
145.971,-1.45532,6.16007,-15.45188
146.091,-2.03681,5.86042,-15.42962
146.145,-2.26988,5.68459,-15.44674
146.271,-2.14526,4.66159,-15.48551
146.404,-2.27437,4.10139,-15.49668
146.442,-2.23137,4.29449,-15.48882
146.567,-2.07883,4.57141,-15.46755
146.689,-2.16205,4.33369,-15.45285
146.744,-2.12868,4.18885,-15.44673
146.862,-1.99333,4.17181,-15.44739
146.984,-2.0066,3.94785,-15.45314
147.043,-2.02343,3.82665,-15.45731
147.165,-2.0412,3.7333,-15.45893
147.282,-2.21111,3.60994,-15.46261
147.346,-2.38878,3.60579,-15.4615
147.467,-2.39877,3.34228,-15.50268
147.584,-2.56326,2.90821,-15.51282
147.654,-2.63027,2.69631,-15.5148
147.771,-2.59398,2.79887,-15.53843
147.883,-2.57132,2.79634,-15.56963
147.949,-2.56818,2.61912,-15.57958
148.063,-2.56444,2.4596,-15.58748
148.195,-2.49557,2.49664,-15.61491
148.243,-2.62613,2.49563,-15.61526
148.366,-2.55423,2.33187,-15.63945
148.43,-2.55429,2.35104,-15.65146
148.544,-2.64624,2.37545,-15.66186
148.667,-2.77359,2.42253,-15.68734
148.787,-2.68415,2.34488,-15.6866
148.845,-2.71749,2.28028,-15.69062
148.964,-2.66751,2.06205,-15.71251
149.057,-2.73926,1.93861,-15.7192
149.157,-2.65675,2.10524,-15.71768
149.267,-2.73769,1.98318,-15.72358
149.339,-2.80047,1.95372,-15.71213
149.456,-2.70919,1.76402,-15.73376
149.571,-2.69977,1.83074,-15.724
149.626,-2.70195,1.97574,-15.71255
149.747,-2.62624,1.98232,-15.69149
149.872,-2.48102,2.07099,-15.60344
149.925,-2.3948,2.02446,-15.56511
150.046,-2.34489,1.97,-15.48053
150.166,-2.08071,1.99576,-15.42902
150.23,-2.04792,1.95265,-15.38796
150.348,-2.05683,1.88365,-15.28458
150.467,-2.00972,1.88046,-15.22689
150.528,-2.05786,1.88354,-15.20361
150.65,-2.07235,1.85139,-15.17628
150.766,-2.03733,1.83746,-15.14125
150.835,-2.09811,1.91596,-15.09556
150.955,-2.02171,1.89112,-15.0716
151.07,-2.13467,1.66076,-15.04376
151.137,-2.11555,1.59354,-15.02372
151.275,-1.97055,1.53,-14.98718
151.371,-1.83882,1.9684,-14.91452
151.428,-1.68567,2.2504,-14.88932
151.549,-1.52046,2.15479,-14.88231
151.675,-1.65593,2.15679,-14.87479
151.728,-1.73783,2.11846,-14.87297
151.848,-1.74606,2.57769,-14.88151
151.971,-1.80464,2.66059,-14.88642
152.029,-1.79964,2.77959,-14.89231
152.147,-1.63816,2.78699,-14.91965
152.269,-1.47181,2.9959,-14.96107
152.328,-1.42507,3.2351,-14.97559
152.448,-1.44102,3.31575,-14.99954
152.569,-1.60755,3.50684,-15.00789
152.637,-1.62942,3.69347,-15.0196
152.751,-1.74559,3.74643,-15.05529
152.869,-1.87511,3.75839,-15.07675
152.942,-1.877,3.74205,-15.08533
153.05,-1.8837,4.01563,-15.11078
153.169,-1.936,4.19465,-15.14993
153.24,-1.98664,4.07446,-15.17376
153.39,-2.00444,3.89995,-15.18895
153.488,-2.1429,3.90293,-15.18117
153.532,-2.23878,4.00768,-15.16432
153.651,-2.22588,3.97379,-15.08228
153.769,-2.21249,4.30603,-14.97526
153.829,-2.23173,4.51793,-14.95117
153.948,-2.16763,4.55465,-14.92515
154.073,-2.11639,5.52364,-14.91174
154.13,-2.29165,5.55024,-14.90405
154.251,-2.27352,4.94974,-14.88323
154.372,-2.28811,5.2365,-14.83055
154.441,-2.21066,5.58066,-14.82787
154.55,-2.11442,5.63847,-14.8403
154.669,-2.22432,4.98499,-14.80329
154.736,-2.1017,4.99402,-14.77744
154.85,-1.87442,6.30955,-14.71274
154.988,-1.85829,6.82556,-14.62407
155.03,-1.79301,7.22852,-14.59112
155.162,-1.21342,7.0171,-14.61944
155.273,-1.27989,6.27812,-14.6145
155.331,-1.31053,6.09128,-14.63292
155.455,-1.37005,5.82791,-14.62718
155.574,-1.51187,6.1832,-14.59231
155.632,-1.59858,6.20083,-14.57528
155.753,-1.54455,6.43558,-14.5751
155.877,-1.59388,6.53923,-14.58549
155.933,-1.65103,6.63247,-14.6076
156.051,-1.6588,6.22445,-14.66256
156.174,-1.73261,6.19539,-14.68994
156.243,-1.83489,6.01865,-14.69421
156.355,-1.93322,5.86626,-14.73651
156.471,-1.90166,6.03328,-14.74648
156.537,-1.85047,6.18208,-14.76436
156.66,-1.86587,5.82577,-14.79101
156.772,-1.84295,5.77889,-14.82035
156.834,-1.83302,5.72642,-14.81404
156.988,-1.70342,5.84213,-14.82752
157.079,-1.64425,5.70928,-14.85356
157.136,-1.48434,5.61896,-14.88059
157.254,-1.4253,5.10957,-14.89273
157.399,-1.58641,4.77766,-14.90382
157.436,-1.56831,4.81316,-14.93687
157.557,-1.59281,4.75315,-14.97457
157.675,-1.54507,4.36735,-14.99423
157.734,-1.494,4.45976,-15.01525
157.857,-1.7194,4.16256,-15.03127
157.973,-1.6598,4.90796,-15.02538
158.037,-1.57949,5.35191,-15.03686
158.156,-1.51874,5.92911,-15.08987
158.272,-1.68389,5.34924,-15.09354
158.339,-1.78946,4.92223,-15.11101
158.454,-1.70284,4.65351,-15.13511
158.575,-1.87053,5.34063,-15.15926
158.644,-1.83395,5.3844,-15.16185
158.767,-1.76959,4.98477,-15.17892
158.873,-1.85887,4.01187,-15.17735
158.934,-1.79503,3.95166,-15.19111
159.059,-1.68199,3.74236,-15.23035
159.176,-1.44271,3.46871,-15.24916
159.236,-1.47126,3.23899,-15.25456
159.354,-1.28633,2.75583,-15.27964
159.489,-1.36849,2.61871,-15.32538
159.537,-1.30619,2.56513,-15.3356
159.656,-1.29915,2.52996,-15.34495
159.776,-1.39197,2.12017,-15.37223
159.839,-1.40577,1.84833,-15.39933
159.957,-1.4982,1.6982,-15.43551
160.078,-1.56443,1.70541,-15.46221
160.134,-1.59272,1.81682,-15.4692
160.256,-1.60618,1.93306,-15.44878
160.383,-1.66393,1.99942,-15.42745
160.437,-1.65546,2.02297,-15.4104
160.557,-1.65506,2.31863,-15.3678
160.677,-1.55867,2.43603,-15.36599
160.761,-1.50968,2.42168,-15.36732
160.861,-1.53786,2.00797,-15.35274
160.979,-1.55048,1.75062,-15.33846
161.041,-1.5395,1.85409,-15.31974
161.176,-1.33665,2.08628,-15.28743
161.283,-1.28762,1.79465,-15.2623
161.338,-1.36631,1.66774,-15.24753
161.459,-1.39553,2.01144,-15.21895
161.6,-1.55125,2.59245,-15.20555
161.637,-1.53082,2.85218,-15.18865
161.756,-1.757,2.93499,-15.1798
161.88,-2.10568,2.72298,-15.17381
161.941,-2.10051,2.7396,-15.16638
162.057,-2.21919,2.87284,-15.14631
162.18,-2.3769,3.20912,-15.13976
162.237,-2.47034,3.47666,-15.14956
162.357,-2.61837,4.23083,-15.138
162.48,-2.62518,5.22968,-15.09872
162.543,-2.65947,5.41431,-15.07801
162.659,-2.81715,5.75809,-15.072
162.78,-2.74452,5.934,-15.06984
162.846,-2.59745,6.02508,-15.06747
162.968,-2.36206,6.46769,-15.02775
163.08,-2.26374,6.68683,-15.035
163.14,-2.20811,6.80818,-15.04772
163.259,-2.10388,7.06118,-15.03749
163.386,-1.78382,7.59699,-15.02687
163.447,-1.76379,7.87533,-15.0157
163.56,-1.78217,8.21823,-15.00837
163.697,-1.81611,8.58531,-15.03342
163.737,-1.81078,8.7252,-15.03369
163.865,-1.86906,9.19496,-15.02482
163.985,-2.01067,9.33778,-15.03283
164.041,-2.01628,9.36987,-15.03797
164.159,-2.09682,9.36854,-15.04131
164.284,-2.17974,9.51097,-15.05155
164.344,-2.12141,9.67626,-15.05247
164.46,-2.14825,9.83261,-15.04817
164.582,-2.20868,10.08115,-15.04677
164.646,-2.16671,10.11173,-15.05385
164.761,-2.0409,10.18214,-15.04928
164.882,-1.90098,10.44002,-15.02992
164.952,-1.84805,10.53371,-15.0424
165.072,-1.83754,10.70934,-15.03095
165.182,-1.73024,10.83962,-15.06669
165.241,-1.76363,10.85581,-15.07075
165.383,-1.60079,10.75002,-15.06748
165.483,-1.5391,10.84865,-15.07866
165.541,-1.48764,10.9527,-15.08922
165.668,-1.49596,11.09774,-15.08259
165.791,-1.49447,11.16807,-15.07947
165.841,-1.44186,11.26662,-15.09816
165.96,-1.41029,11.40233,-15.11517
166.083,-1.38085,11.53185,-15.13717
166.14,-1.38981,11.56858,-15.14562
166.265,-1.47044,11.62115,-15.1604
166.38,-1.42167,11.77861,-15.12258
166.444,-1.32511,11.79137,-15.11382
166.563,-1.19104,11.86718,-15.14621
166.682,-1.23231,11.82704,-15.13198
166.747,-1.23164,11.5716,-15.13352
166.862,-1.20218,11.39724,-15.12911
166.987,-1.12232,11.02091,-15.11252
167.044,-1.11266,10.9217,-15.11093
167.177,-1.20296,10.58535,-15.11081
167.282,-1.34963,10.1408,-15.10511
167.343,-1.35271,9.95584,-15.09709
167.469,-1.33862,9.6128,-15.07776
167.598,-1.16369,9.29965,-15.09916
167.645,-1.132,9.21105,-15.09606
167.773,-1.10898,9.24119,-15.11531
167.891,-1.13645,9.07163,-15.19558
167.943,-1.21732,8.39491,-15.19804
168.067,-1.28292,7.34768,-15.13681
168.187,-1.04962,7.90672,-15.15827
168.242,-0.96021,8.33931,-15.15194
168.363,-0.92187,8.42448,-15.12551
168.484,-0.91563,7.56253,-15.12949
168.554,-1.00009,7.22511,-15.12798
168.667,-1.19497,6.87194,-15.13526
168.783,-1.27342,6.7292,-15.13436
168.853,-1.27769,6.65914,-15.14072
168.969,-1.27863,6.48097,-15.14153
169.086,-1.41448,6.04374,-15.13314
169.151,-1.43989,5.73566,-15.14589
169.263,-1.28209,5.32915,-15.15652
169.407,-1.30599,4.89866,-15.15814
169.443,-1.33809,4.76833,-15.15506
169.564,-1.64151,4.57975,-15.13618
169.628,-1.55116,5.10817,-15.14354
169.747,-1.46576,6.06479,-15.079
169.864,-1.33597,5.70046,-15.11927
169.928,-1.48364,4.83672,-15.14329
170.044,-1.8692,2.85255,-15.1832
170.166,-1.79391,2.26052,-15.1989
170.288,-1.65577,2.80081,-15.17154
170.346,-1.62461,2.7739,-15.17334
170.469,-1.80195,2.44014,-15.15525
170.59,-1.87582,2.15335,-15.16517
170.651,-1.9297,1.84936,-15.15863
170.764,-1.7982,1.43258,-15.15846
170.829,-1.82578,1.23251,-15.15065
170.969,-1.82137,0.65068,-15.14196
171.073,-2.01243,0.43949,-15.15169
171.128,-1.89884,0.21285,-15.12756
171.253,-1.92123,-0.12903,-15.12855
171.376,-2.05012,-0.31584,-15.15654
171.425,-2.11799,-0.51823,-15.17241
171.551,-2.06531,-0.71324,-15.24739
171.667,-1.82926,-0.94736,-15.42871
171.727,-1.87648,-1.09438,-15.48731
171.846,-1.90696,-1.32177,-15.62839
171.966,-1.88127,-1.34395,-15.79828
172.03,-1.90183,-1.45049,-15.8814
172.149,-1.79237,-1.65396,-16.10752
172.267,-1.81007,-1.62094,-16.31481
172.337,-1.73108,-1.28386,-16.42441
172.457,-1.47242,-1.2908,-16.63209
172.569,-1.17598,-1.32625,-17.1432
172.63,-1.10242,-1.23691,-17.33759
172.746,-1.05997,-1.20087,-17.65217
172.88,-1.16614,-0.74487,-18.02881
172.927,-1.18519,-0.55399,-18.24754
173.049,-0.92112,-0.46058,-18.92529
173.168,-0.65951,-0.15645,-19.49572
173.227,-0.48594,-0.02165,-19.79537
173.349,-0.25885,0.1015,-20.38857
173.468,-0.20984,0.30687,-21.07128
173.537,-0.18839,0.53679,-21.79712
173.667,0.03472,0.75334,-22.59837
173.771,0.28784,0.90436,-23.48661
173.829,0.37097,0.99657,-23.95464
173.948,0.37532,1.23546,-24.93821
174.095,0.48949,1.31843,-26.51539
174.132,0.63349,1.40807,-27.08403
174.251,1.02221,1.62614,-28.30718
174.368,1.16242,1.78579,-29.6497
174.43,1.17051,1.90225,-30.3435
174.554,1.13084,2.0455,-32.48846
174.67,1.36603,2.1097,-33.97118
174.741,1.67329,2.1295,-34.70592
174.849,2.14451,2.0261,-36.19843
174.975,2.39704,2.0867,-38.57561
175.033,2.44188,2.12228,-39.36695
175.161,2.54624,2.20806,-40.96158
175.27,2.65759,2.19702,-42.59796
175.355,2.75492,2.2165,-43.42902
175.473,3.07488,2.21747,-45.88179
175.578,3.40361,2.17748,-47.51404
175.63,3.50063,2.12302,-48.34693
175.749,3.50612,2.12256,-49.99969
175.875,3.4324,2.09193,-51.62978
175.934,3.39533,2.04265,-53.26266
176.054,3.42897,2.00276,-54.92653
176.175,3.59358,2.17303,-56.57052
176.231,3.74631,2.10814,-57.39618
176.353,4.03251,1.84839,-59.07341
176.471,4.07552,1.7875,-61.53977
176.532,3.97821,1.68978,-62.39614
176.651,4.13798,1.55018,-64.04256
176.771,4.26391,1.36664,-65.64504
176.852,4.22317,1.29987,-66.43583
176.954,3.92894,0.81319,-68.59574
177.07,3.83723,0.52992,-69.81956
177.168,3.7072,0.52188,-70.43629
177.254,3.50263,0.39262,-71.67704
177.375,3.20213,0.67936,-73.11526
177.43,3.10453,0.69547,-73.55247
177.58,2.80578,0.70662,-74.42128
177.676,2.64691,0.81526,-75.14218
177.733,2.63772,0.89924,-75.45109
177.86,3.00769,0.9214,-76.27119
177.986,3.41253,0.86384,-76.71024
178.034,3.62647,0.87611,-76.90739
178.153,3.86904,1.22403,-77.33784
178.272,3.91773,1.47958,-77.87096
178.334,4.26841,1.58656,-78.38686
178.453,4.67442,1.69758,-78.86543
178.574,5.24882,1.7126,-79.38479
178.631,5.33191,1.71022,-79.61532
178.752,5.43439,1.88639,-79.93414
178.872,5.10548,2.12927,-80.30356
178.943,4.97774,2.20689,-80.36166
179.057,5.08347,2.61762,-80.49914
179.173,5.4631,2.82796,-80.65289
179.24,5.834,2.95043,-80.69392
179.359,5.69793,3.01189,-80.80203
179.474,5.28594,3.26296,-80.94018
179.535,4.98795,3.26519,-80.96476
179.666,4.85816,3.06393,-81.06574
179.779,5.22251,2.49449,-81.18031
179.841,5.20086,2.27758,-81.15969
179.954,4.79288,2.06511,-81.09535
180.102,3.89704,2.03147,-81.00269
180.133,3.56002,2.01883,-80.92995
180.255,3.25206,1.84032,-80.68531
180.375,3.43056,2.09611,-80.52034
180.434,3.45954,2.25427,-80.42728
180.555,3.46249,2.324,-80.23633
180.676,3.25751,2.36675,-80.04786
180.739,3.03928,2.53995,-79.87806
180.856,2.92555,2.57191,-79.71793
180.977,2.98167,2.61521,-79.56268
181.038,3.13389,2.79833,-79.49017
181.156,3.09078,3.05985,-79.26082
181.277,2.52843,3.29635,-78.63219
181.347,2.33467,3.41559,-78.38256
181.465,1.94525,3.38901,-77.85194
181.576,1.83224,3.34129,-77.24834
181.637,1.8817,3.25083,-76.96168
181.781,2.28672,2.81391,-76.03487
181.881,2.49251,2.44362,-75.38227
181.937,2.44565,2.40656,-75.03134
182.055,2.17735,2.44385,-74.31847
182.192,1.76595,2.67121,-73.18648
182.236,1.66814,2.68318,-72.79245
182.363,1.63357,2.83935,-72.00377
182.48,1.59598,2.90321,-71.18903
182.539,1.59912,2.84399,-70.77229
182.661,1.58248,2.50837,-69.48137
182.777,1.43412,2.26556,-68.6374
182.837,1.33609,2.18768,-68.2052
182.957,1.10751,2.17839,-67.31703
183.079,0.92939,2.04484,-66.4248
183.143,0.86821,1.99744,-65.53806
183.262,0.81355,1.8634,-64.60995
183.379,0.75154,1.64062,-63.71227
183.457,0.76946,1.42385,-63.29951
183.579,0.82856,1.16204,-62.51484
183.677,0.64215,0.90959,-61.41059
183.737,0.56584,0.75405,-61.02577
183.885,0.33021,0.31399,-60.22597
183.98,0.15794,-0.00622,-59.42094
184.04,0.01689,-0.11253,-59.01825
184.16,-0.31425,-0.39435,-57.79209
184.284,-0.2863,-0.28327,-56.93659
184.343,-0.4329,-0.28372,-56.49563
184.462,-0.6739,-0.55562,-55.61233
184.581,-1.24033,-0.69057,-54.06785
184.638,-1.4057,-0.79093,-53.54194
184.761,-1.35755,-1.05079,-52.43233
184.879,-1.3488,-1.04029,-51.30426
184.941,-1.35889,-0.93783,-50.75815
185.061,-1.51066,-0.82917,-49.08483
185.18,-1.77952,-0.71757,-47.97281
185.247,-1.907,-0.82218,-47.39656
185.36,-2.28256,-1.00268,-46.17746
185.48,-2.56728,-1.41668,-44.94427
185.545,-2.70443,-1.61545,-43.70969
185.664,-2.78172,-1.53363,-42.4422
185.784,-2.94262,-1.41031,-41.16177
185.839,-2.96067,-1.36628,-40.51735
185.986,-3.16477,-1.38552,-39.25591
186.087,-3.29863,-1.41482,-37.32205
186.143,-3.34684,-1.43958,-36.67409
186.266,-3.54911,-1.293,-35.40697
186.379,-3.73902,-1.22391,-34.13931
186.442,-3.8495,-1.17164,-33.50757
186.559,-3.73272,-0.91013,-31.67992
186.709,-3.70369,-0.72466,-30.53251
186.74,-3.61987,-0.4848,-29.99234
186.86,-3.49823,-0.11495,-28.95659
186.983,-3.22991,0.2037,-27.55101
187.042,-3.1775,0.30586,-27.12053
187.166,-2.99589,0.46678,-26.28749
187.281,-2.5431,0.58975,-25.4796
187.356,-2.38311,0.58981,-25.08108
187.479,-2.03341,0.85428,-23.98646
187.581,-1.79283,0.9814,-23.38522
187.641,-1.73728,0.95109,-23.09586
187.775,-1.61826,0.96136,-22.49577
187.886,-1.59797,1.04301,-21.90414
187.945,-1.64963,1.18052,-21.34317
188.067,-1.79095,1.26553,-20.77217
188.183,-1.86195,1.24642,-20.26855
188.242,-1.79076,1.36675,-20.03839
188.362,-1.65197,1.61391,-19.64234
188.487,-1.70165,1.94856,-19.09257
188.545,-1.8271,1.92804,-18.92297
188.662,-2.09569,2.19483,-18.59828
188.781,-2.2553,2.28932,-18.25363
188.842,-2.34117,2.35273,-18.09228
188.964,-2.39851,2.77863,-17.64759
189.083,-2.30969,3.1922,-17.29614
189.16,-2.235,3.37833,-17.13791
189.269,-2.03501,3.99139,-16.90027
189.382,-2.0832,4.07866,-16.64682
189.444,-2.33304,4.238,-16.41728
189.57,-2.43366,4.4838,-16.20718
189.689,-2.23225,4.72015,-16.03348
189.748,-1.9989,4.84327,-15.98488
189.883,-1.54379,5.10455,-15.95569
189.927,-1.48553,5.45245,-15.94526
190.044,-1.62112,6.10325,-15.9589
190.165,-1.73675,7.00697,-15.93783
190.291,-1.65414,7.59196,-15.95747
190.343,-1.62199,7.68011,-15.98302
190.463,-1.59836,7.52069,-16.00373
190.585,-1.67468,7.47233,-16.00795
190.646,-1.73128,7.60788,-16.00218
190.764,-1.83582,8.03271,-16.01606
190.891,-1.85374,8.37757,-16.03224
190.952,-1.81407,8.49125,-16.04674
191.066,-1.82136,8.67449,-16.09957
191.13,-1.86473,8.77132,-16.10816
191.255,-1.92684,8.9719,-16.10643
191.376,-1.9551,9.25828,-16.14351
191.484,-1.97907,9.3893,-16.15842
